source_ip,destination_ip,protocol,packet_size,inter_arrival_time_ms,jitter_ms,qos_class
192.168.69.51,192.0.2.188,UDP,1157,29.1,6.31,eMBB
192.168.173.15,192.0.2.225,ICMP,1452,50.86,7.46,eMBB
192.168.207.235,192.0.2.57,UDP,585,20.57,2.43,URLLC
192.168.76.54,192.0.2.203,UDP,987,33.81,7.1,eMBB
192.168.250.204,192.0.2.101,UDP,1195,35.26,3.87,eMBB
192.168.159.233,192.0.2.146,TCP,360,23.04,3.16,URLLC
192.168.66.39,192.0.2.153,TCP,874,16.89,1.52,URLLC
192.168.159.203,192.0.2.125,ICMP,302,12.33,0.86,URLLC
192.168.255.36,192.0.2.247,TCP,386,25.14,1.88,URLLC
192.168.182.65,192.0.2.44,TCP,1011,55.75,5.7,eMBB
192.168.184.193,192.0.2.160,UDP,796,20.41,3.26,URLLC
192.168.244.50,192.0.2.55,TCP,153,167.3,4.99,mMTC
192.168.101.252,192.0.2.155,UDP,1357,45.03,6.96,eMBB
192.168.23.13,192.0.2.167,ICMP,631,150.08,2.03,mMTC
192.168.185.84,192.0.2.46,ICMP,218,72.32,3.48,mMTC
192.168.36.199,192.0.2.209,TCP,1397,43.27,5.44,eMBB
192.168.217.25,192.0.2.64,UDP,177,113.74,7.01,mMTC
192.168.61.28,192.0.2.17,TCP,325,79.04,5.08,mMTC
192.168.213.144,192.0.2.69,TCP,1315,23.95,1.29,eMBB
192.168.19.17,192.0.2.72,ICMP,492,12.67,4.8,URLLC
192.168.68.159,192.0.2.217,TCP,1185,41.89,7.4,eMBB
192.168.203.72,192.0.2.144,ICMP,925,71.58,8.75,eMBB
192.168.65.138,192.0.2.110,UDP,276,108.25,3.78,mMTC
192.168.129.240,192.0.2.113,TCP,1016,17.58,3.58,URLLC
192.168.184.129,192.0.2.55,UDP,573,27.46,2.51,URLLC
192.168.243.248,192.0.2.66,UDP,1403,45.52,6.2,eMBB
192.168.236.116,192.0.2.180,ICMP,812,19.43,2.19,URLLC
192.168.140.240,192.0.2.183,ICMP,1246,26.86,3.41,URLLC
192.168.20.254,192.0.2.54,UDP,924,51.93,6.95,eMBB
192.168.30.67,192.0.2.135,TCP,457,19.07,5.04,URLLC
192.168.118.76,192.0.2.50,TCP,1383,54.58,5.18,eMBB
192.168.152.39,192.0.2.132,ICMP,634,23.06,3.68,URLLC
192.168.130.45,192.0.2.136,UDP,1030,12.86,3.82,URLLC
192.168.180.93,192.0.2.33,UDP,297,78.14,5.88,mMTC
192.168.198.229,192.0.2.72,UDP,1135,50.53,5.88,eMBB
192.168.99.198,192.0.2.112,ICMP,375,16.28,2.6,URLLC
192.168.29.83,192.0.2.57,TCP,221,142.23,4.83,mMTC
192.168.191.124,192.0.2.165,UDP,280,136.57,3.17,mMTC
192.168.72.95,192.0.2.78,UDP,710,78.76,3.88,mMTC
192.168.238.233,192.0.2.245,ICMP,255,9.52,1.91,URLLC
192.168.242.234,192.0.2.253,TCP,1066,33.82,8.93,eMBB
192.168.4.199,192.0.2.197,TCP,634,25.74,2.95,URLLC
192.168.219.138,192.0.2.70,UDP,1039,22.92,1.86,URLLC
192.168.76.100,192.0.2.73,TCP,1097,57.42,5.92,eMBB
192.168.53.130,192.0.2.204,ICMP,1347,50.72,5.28,eMBB
192.168.199.236,192.0.2.233,ICMP,1222,56.79,5.47,eMBB
192.168.51.184,192.0.2.99,ICMP,853,18.4,3.92,URLLC
192.168.136.55,192.0.2.77,ICMP,1316,55.21,4.97,eMBB
192.168.210.243,192.0.2.230,TCP,404,82.36,3.11,mMTC
192.168.55.169,192.0.2.224,UDP,203,134.38,5.86,mMTC
192.168.48.160,192.0.2.69,TCP,651,26.73,3.26,URLLC
192.168.61.179,192.0.2.227,TCP,933,46.7,5.41,eMBB
192.168.3.49,192.0.2.224,ICMP,1352,19.29,4.12,URLLC
192.168.224.142,192.0.2.19,ICMP,1496,57.75,2.96,eMBB
192.168.233.234,192.0.2.108,ICMP,930,61.24,6.6,eMBB
192.168.68.47,192.0.2.199,ICMP,420,54.01,5.37,mMTC
192.168.191.207,192.0.2.147,UDP,314,100.04,4.56,mMTC
192.168.176.217,192.0.2.194,UDP,341,118.27,4.02,mMTC
192.168.125.171,192.0.2.83,UDP,538,21.66,2.11,URLLC
192.168.52.28,192.0.2.98,ICMP,1315,60.0,7.78,eMBB
192.168.142.43,192.0.2.59,ICMP,1394,43.95,1.73,eMBB
192.168.129.189,192.0.2.121,UDP,359,123.79,6.25,mMTC
192.168.177.113,192.0.2.191,TCP,126,102.38,6.89,mMTC
192.168.125.222,192.0.2.37,TCP,545,105.04,4.48,mMTC
192.168.216.182,192.0.2.61,ICMP,1359,51.35,8.33,eMBB
192.168.229.55,192.0.2.176,UDP,1389,44.79,7.77,eMBB
192.168.42.19,192.0.2.44,TCP,318,43.05,2.07,mMTC
192.168.233.130,192.0.2.89,UDP,1264,14.55,4.47,URLLC
192.168.111.174,192.0.2.29,TCP,520,24.67,2.48,URLLC
192.168.19.101,192.0.2.128,TCP,1492,42.15,6.11,eMBB
192.168.17.142,192.0.2.45,ICMP,736,15.39,2.82,URLLC
192.168.184.122,192.0.2.225,ICMP,1266,57.21,2.69,eMBB
192.168.247.252,192.0.2.87,ICMP,207,73.89,5.41,mMTC
192.168.167.30,192.0.2.178,TCP,273,100.28,7.17,mMTC
192.168.61.58,192.0.2.37,TCP,1215,46.31,5.72,eMBB
192.168.247.16,192.0.2.178,TCP,715,16.14,2.19,URLLC
192.168.118.211,192.0.2.37,ICMP,1051,17.35,2.3,URLLC
192.168.103.83,192.0.2.251,ICMP,1482,33.79,3.81,eMBB
192.168.23.16,192.0.2.142,ICMP,497,66.97,2.59,mMTC
192.168.65.167,192.0.2.205,ICMP,1209,18.38,2.16,URLLC
192.168.22.192,192.0.2.193,TCP,177,135.08,5.64,mMTC
192.168.156.251,192.0.2.173,UDP,1016,52.65,5.86,eMBB
192.168.22.42,192.0.2.134,UDP,681,106.3,5.04,mMTC
192.168.194.240,192.0.2.240,TCP,753,79.33,3.64,mMTC
192.168.22.245,192.0.2.135,UDP,144,150.38,3.23,mMTC
192.168.151.184,192.0.2.235,UDP,1063,45.29,5.78,eMBB
192.168.90.143,192.0.2.90,TCP,405,161.42,3.96,mMTC
192.168.24.81,192.0.2.18,ICMP,669,136.93,2.88,mMTC
192.168.210.86,192.0.2.124,UDP,1078,52.17,6.88,eMBB
192.168.48.240,192.0.2.133,TCP,889,20.37,3.34,URLLC
192.168.210.115,192.0.2.14,ICMP,643,12.09,2.91,URLLC
192.168.150.111,192.0.2.184,ICMP,789,62.98,4.94,mMTC
192.168.37.189,192.0.2.10,ICMP,467,22.05,2.92,URLLC
192.168.214.186,192.0.2.214,TCP,1225,52.71,6.61,eMBB
192.168.202.183,192.0.2.45,TCP,1256,27.91,4.59,URLLC
192.168.99.117,192.0.2.162,TCP,346,105.57,5.7,mMTC
192.168.34.18,192.0.2.245,UDP,464,100.81,3.21,mMTC
192.168.217.250,192.0.2.35,TCP,1163,26.7,7.37,eMBB
192.168.212.69,192.0.2.107,UDP,435,101.96,7.08,mMTC
192.168.44.64,192.0.2.217,UDP,417,86.96,6.95,mMTC
192.168.35.186,192.0.2.192,UDP,1190,16.04,4.69,URLLC
192.168.242.179,192.0.2.78,UDP,1492,37.3,6.07,eMBB
192.168.32.229,192.0.2.184,UDP,1358,32.47,2.39,URLLC
192.168.252.20,192.0.2.35,ICMP,267,139.64,3.9,mMTC
192.168.8.206,192.0.2.239,ICMP,516,77.83,4.43,mMTC
192.168.176.220,192.0.2.57,UDP,276,61.21,5.16,mMTC
192.168.228.235,192.0.2.137,UDP,1481,60.04,6.49,eMBB
192.168.252.136,192.0.2.198,UDP,471,147.91,9.27,mMTC
192.168.31.48,192.0.2.175,TCP,326,150.63,6.6,mMTC
192.168.207.247,192.0.2.250,UDP,1416,57.8,8.22,eMBB
192.168.183.70,192.0.2.107,UDP,1036,55.89,4.63,eMBB
192.168.96.109,192.0.2.18,TCP,1372,50.73,5.37,eMBB
192.168.32.111,192.0.2.211,ICMP,1462,72.76,5.6,eMBB
192.168.11.124,192.0.2.37,TCP,392,91.77,6.0,mMTC
192.168.139.23,192.0.2.94,TCP,1345,40.09,5.42,eMBB
192.168.212.242,192.0.2.145,TCP,1316,20.88,3.87,URLLC
192.168.213.251,192.0.2.184,ICMP,959,40.22,6.09,eMBB
192.168.226.4,192.0.2.110,ICMP,244,91.62,3.4,mMTC
192.168.34.133,192.0.2.151,UDP,303,20.08,2.86,URLLC
192.168.109.1,192.0.2.240,TCP,1384,19.63,3.0,URLLC
192.168.110.179,192.0.2.214,UDP,698,96.11,5.78,mMTC
192.168.88.227,192.0.2.46,ICMP,1221,62.2,7.88,eMBB
192.168.68.151,192.0.2.172,TCP,1117,57.81,2.19,eMBB
192.168.122.77,192.0.2.229,UDP,1061,23.43,2.47,URLLC
192.168.195.39,192.0.2.58,ICMP,760,48.37,5.45,mMTC
192.168.233.83,192.0.2.202,UDP,424,76.72,3.04,mMTC
192.168.21.164,192.0.2.11,UDP,491,70.81,5.74,mMTC
192.168.186.211,192.0.2.121,TCP,1024,53.77,8.3,eMBB
192.168.86.193,192.0.2.227,UDP,492,112.14,7.34,mMTC
192.168.218.41,192.0.2.235,TCP,752,18.47,2.78,URLLC
192.168.161.125,192.0.2.223,UDP,1420,53.26,5.07,eMBB
192.168.176.186,192.0.2.191,ICMP,525,102.71,6.18,mMTC
192.168.51.106,192.0.2.108,ICMP,210,130.08,4.05,mMTC
192.168.233.110,192.0.2.175,TCP,318,104.66,6.08,mMTC
192.168.250.215,192.0.2.106,TCP,306,18.83,4.04,URLLC
192.168.88.105,192.0.2.236,TCP,264,19.79,4.38,URLLC
192.168.57.86,192.0.2.29,UDP,763,12.24,1.34,URLLC
192.168.209.39,192.0.2.104,ICMP,1287,51.0,7.9,eMBB
192.168.231.220,192.0.2.118,TCP,1213,58.82,3.62,eMBB
192.168.32.97,192.0.2.114,ICMP,924,61.98,7.58,eMBB
192.168.50.73,192.0.2.131,TCP,246,172.98,5.49,mMTC
192.168.80.5,192.0.2.130,TCP,1010,53.12,3.75,eMBB
192.168.127.36,192.0.2.217,UDP,330,17.35,5.11,URLLC
192.168.134.46,192.0.2.166,UDP,942,20.09,3.48,URLLC
192.168.115.235,192.0.2.110,ICMP,524,33.12,3.2,URLLC
192.168.119.216,192.0.2.32,TCP,1434,42.49,3.88,eMBB
192.168.164.69,192.0.2.141,TCP,378,118.18,4.06,mMTC
192.168.253.143,192.0.2.19,ICMP,230,22.55,4.36,URLLC
192.168.7.224,192.0.2.102,TCP,339,99.8,4.42,mMTC
192.168.227.109,192.0.2.191,ICMP,690,26.64,3.08,URLLC
192.168.213.187,192.0.2.46,UDP,938,14.59,2.63,URLLC
192.168.72.106,192.0.2.41,TCP,1405,45.29,9.28,eMBB
192.168.16.152,192.0.2.73,UDP,947,18.21,4.33,URLLC
192.168.71.121,192.0.2.26,ICMP,1152,15.95,4.33,URLLC
192.168.210.143,192.0.2.199,ICMP,1126,49.83,2.44,eMBB
192.168.166.36,192.0.2.28,UDP,1034,52.53,7.67,eMBB
192.168.210.73,192.0.2.1,UDP,856,19.76,4.25,URLLC
192.168.56.127,192.0.2.95,TCP,919,53.64,6.13,eMBB
192.168.0.171,192.0.2.110,TCP,304,95.03,4.7,mMTC
192.168.232.39,192.0.2.141,ICMP,619,69.76,1.44,mMTC
192.168.159.151,192.0.2.247,TCP,701,18.23,0.35,URLLC
192.168.110.113,192.0.2.167,TCP,534,80.36,6.35,mMTC
192.168.228.51,192.0.2.166,TCP,1117,46.59,2.63,eMBB
192.168.164.147,192.0.2.39,ICMP,741,124.82,4.0,mMTC
192.168.34.204,192.0.2.134,UDP,781,14.2,3.34,URLLC
192.168.61.75,192.0.2.169,TCP,448,10.74,2.48,URLLC
192.168.240.48,192.0.2.162,UDP,602,18.2,2.47,URLLC
192.168.134.239,192.0.2.168,ICMP,1051,31.22,5.58,eMBB
192.168.83.254,192.0.2.65,UDP,676,149.91,5.18,mMTC
192.168.157.82,192.0.2.170,TCP,547,16.63,2.61,URLLC
192.168.104.57,192.0.2.197,ICMP,1062,55.55,4.94,eMBB
192.168.186.242,192.0.2.126,ICMP,1368,17.95,3.61,URLLC
192.168.171.162,192.0.2.99,ICMP,366,100.06,2.21,mMTC
192.168.41.98,192.0.2.106,ICMP,1355,17.66,4.1,URLLC
192.168.114.165,192.0.2.36,UDP,1223,25.54,2.36,URLLC
192.168.99.115,192.0.2.203,ICMP,980,51.69,6.13,eMBB
192.168.40.245,192.0.2.233,UDP,550,25.38,2.73,URLLC
192.168.102.55,192.0.2.46,UDP,933,10.82,4.94,URLLC
192.168.234.121,192.0.2.111,ICMP,898,27.11,2.15,URLLC
192.168.242.168,192.0.2.8,ICMP,232,78.9,4.13,mMTC
192.168.137.93,192.0.2.243,ICMP,480,165.09,3.79,mMTC
192.168.107.21,192.0.2.65,UDP,1172,16.27,2.48,URLLC
192.168.221.51,192.0.2.49,ICMP,441,28.33,3.4,URLLC
192.168.151.219,192.0.2.96,ICMP,1285,52.94,5.2,eMBB
192.168.27.127,192.0.2.136,TCP,1132,24.06,3.22,URLLC
192.168.160.103,192.0.2.165,ICMP,568,24.2,2.65,URLLC
192.168.87.209,192.0.2.40,TCP,1451,27.73,7.96,eMBB
192.168.230.22,192.0.2.73,ICMP,1162,47.96,7.44,eMBB
192.168.24.37,192.0.2.32,TCP,779,64.27,4.0,mMTC
192.168.183.149,192.0.2.191,ICMP,934,53.06,3.02,eMBB
192.168.28.19,192.0.2.138,ICMP,1470,48.79,1.3,eMBB
192.168.190.35,192.0.2.162,ICMP,639,78.04,4.71,mMTC
192.168.168.102,192.0.2.212,TCP,106,52.51,6.33,mMTC
192.168.90.172,192.0.2.149,UDP,1253,41.58,6.47,eMBB
192.168.137.135,192.0.2.204,UDP,325,68.61,2.43,mMTC
192.168.107.50,192.0.2.146,TCP,406,19.83,3.99,URLLC
192.168.73.144,192.0.2.157,UDP,727,94.21,4.11,mMTC
192.168.173.58,192.0.2.226,ICMP,519,116.71,5.65,mMTC
192.168.109.16,192.0.2.2,ICMP,399,97.32,3.44,mMTC
192.168.131.64,192.0.2.60,TCP,1092,61.49,11.62,eMBB
192.168.24.11,192.0.2.78,ICMP,324,22.91,1.21,URLLC
192.168.47.197,192.0.2.198,ICMP,616,68.14,6.2,mMTC
192.168.174.158,192.0.2.8,UDP,1241,55.83,5.61,eMBB
192.168.15.246,192.0.2.115,TCP,131,69.75,5.33,mMTC
192.168.186.225,192.0.2.184,UDP,986,74.25,6.81,eMBB
192.168.216.122,192.0.2.88,TCP,907,50.28,7.58,eMBB
192.168.81.219,192.0.2.202,TCP,1084,47.66,6.8,eMBB
192.168.225.14,192.0.2.68,ICMP,104,116.09,4.96,mMTC
192.168.144.245,192.0.2.177,TCP,380,23.75,1.8,URLLC
192.168.233.46,192.0.2.9,UDP,672,108.95,4.75,mMTC
192.168.147.111,192.0.2.120,ICMP,1197,38.24,5.84,eMBB
192.168.64.54,192.0.2.80,UDP,539,43.91,4.91,mMTC
192.168.196.55,192.0.2.156,ICMP,982,52.53,4.47,eMBB
192.168.213.21,192.0.2.241,UDP,104,186.81,4.95,mMTC
192.168.122.43,192.0.2.33,TCP,738,92.73,4.1,mMTC
192.168.200.140,192.0.2.144,UDP,431,20.76,2.92,URLLC
192.168.149.136,192.0.2.248,UDP,1319,50.37,3.35,eMBB
192.168.222.166,192.0.2.170,UDP,512,84.89,7.01,mMTC
192.168.228.150,192.0.2.177,TCP,1185,47.39,3.22,eMBB
192.168.91.106,192.0.2.129,ICMP,1208,49.2,7.45,eMBB
192.168.39.10,192.0.2.104,TCP,1224,63.79,4.9,eMBB
192.168.84.145,192.0.2.12,UDP,905,43.62,7.95,eMBB
192.168.200.105,192.0.2.47,UDP,791,104.5,3.03,mMTC
192.168.91.156,192.0.2.2,UDP,1245,5.04,3.39,URLLC
192.168.226.155,192.0.2.69,ICMP,944,17.45,2.54,URLLC
192.168.95.233,192.0.2.40,ICMP,1079,53.12,4.78,eMBB
192.168.124.70,192.0.2.125,ICMP,794,129.55,6.34,mMTC
192.168.55.15,192.0.2.184,ICMP,1169,59.39,6.37,eMBB
192.168.125.41,192.0.2.246,ICMP,152,102.81,5.32,mMTC
192.168.247.180,192.0.2.178,TCP,190,139.93,6.98,mMTC
192.168.145.185,192.0.2.171,UDP,1056,17.18,5.02,URLLC
192.168.130.49,192.0.2.135,TCP,796,87.57,5.76,mMTC
192.168.27.190,192.0.2.31,ICMP,634,21.42,3.23,URLLC
192.168.138.223,192.0.2.202,TCP,655,108.64,8.9,mMTC
192.168.137.105,192.0.2.239,UDP,1012,39.34,0.26,eMBB
192.168.121.248,192.0.2.193,ICMP,1025,67.5,5.64,eMBB
192.168.40.144,192.0.2.43,UDP,350,24.84,2.14,URLLC
192.168.137.159,192.0.2.83,TCP,309,59.88,2.8,mMTC
192.168.21.238,192.0.2.31,TCP,1255,29.37,3.21,URLLC
192.168.56.16,192.0.2.103,TCP,446,132.21,6.77,mMTC
192.168.240.108,192.0.2.57,TCP,1382,60.39,4.63,eMBB
192.168.88.56,192.0.2.139,ICMP,537,157.46,5.13,mMTC
192.168.90.133,192.0.2.118,ICMP,652,155.41,5.99,mMTC
192.168.34.54,192.0.2.135,TCP,1221,47.21,7.09,eMBB
192.168.184.205,192.0.2.159,ICMP,442,22.57,4.45,URLLC
192.168.79.235,192.0.2.226,ICMP,756,112.37,7.75,mMTC
192.168.153.105,192.0.2.116,ICMP,1434,42.06,8.34,eMBB
192.168.242.74,192.0.2.126,ICMP,446,135.28,5.53,mMTC
192.168.14.185,192.0.2.74,TCP,531,26.14,2.84,URLLC
192.168.204.150,192.0.2.175,ICMP,266,14.35,7.85,mMTC
192.168.108.176,192.0.2.15,ICMP,200,77.52,3.98,mMTC
192.168.189.208,192.0.2.162,TCP,798,79.61,2.26,mMTC
192.168.32.166,192.0.2.174,UDP,412,116.42,4.37,mMTC
192.168.134.194,192.0.2.54,TCP,310,78.93,3.74,mMTC
192.168.221.54,192.0.2.153,TCP,1120,50.76,4.74,eMBB
192.168.125.168,192.0.2.38,ICMP,277,20.97,4.38,URLLC
192.168.118.67,192.0.2.56,TCP,482,60.86,3.51,mMTC
192.168.15.141,192.0.2.212,TCP,395,118.61,4.67,mMTC
192.168.18.18,192.0.2.31,UDP,1005,56.86,8.67,eMBB
192.168.161.179,192.0.2.226,TCP,1395,41.02,4.03,eMBB
192.168.64.189,192.0.2.111,UDP,257,109.81,4.81,mMTC
192.168.28.170,192.0.2.85,UDP,280,14.77,2.67,mMTC
192.168.13.234,192.0.2.131,UDP,760,122.77,5.04,mMTC
192.168.199.253,192.0.2.95,TCP,1228,44.11,6.72,eMBB
192.168.247.136,192.0.2.191,UDP,1308,51.26,8.21,eMBB
192.168.230.236,192.0.2.143,ICMP,1359,39.63,4.76,eMBB
192.168.98.152,192.0.2.39,ICMP,1068,16.8,4.06,URLLC
192.168.138.193,192.0.2.20,ICMP,1470,41.56,6.36,eMBB
192.168.240.202,192.0.2.184,TCP,224,22.96,2.76,URLLC
192.168.204.47,192.0.2.16,UDP,474,90.72,5.02,mMTC
192.168.63.83,192.0.2.141,ICMP,632,14.39,1.9,URLLC
192.168.230.154,192.0.2.170,TCP,1275,56.81,2.46,eMBB
192.168.106.90,192.0.2.61,TCP,965,30.8,3.48,eMBB
192.168.28.41,192.0.2.68,TCP,404,86.43,7.06,mMTC
192.168.162.28,192.0.2.78,TCP,905,17.28,4.33,URLLC
192.168.184.8,192.0.2.218,UDP,505,77.49,4.92,mMTC
192.168.118.162,192.0.2.163,ICMP,1170,55.3,4.81,eMBB
192.168.192.95,192.0.2.5,TCP,636,20.61,3.61,URLLC
192.168.138.61,192.0.2.101,UDP,1074,18.06,3.75,URLLC
192.168.187.228,192.0.2.151,UDP,600,61.74,1.9,mMTC
192.168.128.84,192.0.2.35,UDP,1090,14.03,2.6,URLLC
192.168.27.60,192.0.2.8,TCP,938,48.43,6.41,eMBB
192.168.199.75,192.0.2.60,ICMP,1293,54.02,6.64,eMBB
192.168.108.133,192.0.2.222,UDP,613,88.52,5.01,mMTC
192.168.161.12,192.0.2.52,ICMP,185,106.79,5.89,mMTC
192.168.219.59,192.0.2.240,UDP,1022,31.2,5.43,eMBB
192.168.90.155,192.0.2.87,ICMP,424,17.75,3.42,URLLC
192.168.91.77,192.0.2.137,ICMP,584,53.21,5.23,mMTC
192.168.76.60,192.0.2.145,TCP,1306,23.47,2.89,URLLC
192.168.7.117,192.0.2.171,TCP,1108,17.91,3.81,URLLC
192.168.173.180,192.0.2.70,TCP,1490,34.87,5.14,eMBB
192.168.52.78,192.0.2.3,TCP,371,134.15,6.15,mMTC
192.168.245.253,192.0.2.18,UDP,1042,41.03,8.53,eMBB
192.168.211.197,192.0.2.49,UDP,495,22.4,1.58,URLLC
192.168.78.165,192.0.2.249,ICMP,492,19.3,1.16,URLLC
192.168.25.217,192.0.2.8,TCP,646,104.86,4.51,mMTC
192.168.0.54,192.0.2.169,ICMP,262,22.7,1.42,URLLC
192.168.172.127,192.0.2.137,ICMP,673,81.57,5.94,mMTC
192.168.63.251,192.0.2.229,UDP,1214,56.97,8.45,eMBB
192.168.75.99,192.0.2.93,ICMP,478,119.41,6.05,mMTC
192.168.249.249,192.0.2.237,ICMP,747,21.38,3.57,URLLC
192.168.67.194,192.0.2.167,UDP,1307,51.84,7.81,eMBB
192.168.152.93,192.0.2.209,ICMP,147,90.36,5.64,mMTC
192.168.121.129,192.0.2.42,ICMP,633,65.15,3.35,mMTC
192.168.239.164,192.0.2.63,ICMP,768,17.71,1.8,URLLC
192.168.94.238,192.0.2.109,ICMP,1465,34.24,5.03,eMBB
192.168.247.206,192.0.2.136,TCP,545,15.88,3.32,URLLC
192.168.111.36,192.0.2.188,TCP,708,155.27,4.72,mMTC
192.168.253.59,192.0.2.26,TCP,1322,61.73,3.87,eMBB
192.168.246.77,192.0.2.151,ICMP,1089,13.84,3.52,URLLC
192.168.19.27,192.0.2.232,TCP,1309,51.31,3.59,eMBB
192.168.185.156,192.0.2.128,UDP,1019,54.04,3.56,eMBB
192.168.183.49,192.0.2.82,ICMP,541,120.25,3.27,mMTC
192.168.136.141,192.0.2.60,ICMP,464,134.17,2.65,mMTC
192.168.135.219,192.0.2.171,UDP,783,70.53,4.99,mMTC
192.168.72.231,192.0.2.204,ICMP,656,87.8,4.04,mMTC
192.168.250.70,192.0.2.100,UDP,970,4.48,3.29,URLLC
192.168.88.92,192.0.2.188,UDP,202,56.53,3.59,mMTC
192.168.45.121,192.0.2.29,TCP,411,16.76,3.25,URLLC
192.168.189.45,192.0.2.119,UDP,408,96.53,6.11,mMTC
192.168.56.244,192.0.2.83,TCP,857,19.91,3.34,URLLC
192.168.14.38,192.0.2.157,ICMP,952,48.75,6.81,eMBB
192.168.89.183,192.0.2.87,ICMP,499,112.75,5.08,mMTC
192.168.37.208,192.0.2.60,ICMP,1249,27.33,4.58,URLLC
192.168.108.222,192.0.2.106,TCP,1351,23.58,3.38,URLLC
192.168.249.132,192.0.2.175,TCP,591,87.76,4.53,mMTC
192.168.126.153,192.0.2.17,UDP,1403,42.91,4.16,eMBB
192.168.90.81,192.0.2.236,UDP,1088,60.11,6.42,eMBB
192.168.88.4,192.0.2.243,UDP,407,69.32,2.78,mMTC
192.168.163.134,192.0.2.115,UDP,1095,15.79,4.37,URLLC
192.168.184.28,192.0.2.233,UDP,351,149.31,6.34,mMTC
192.168.207.223,192.0.2.232,ICMP,1359,38.24,5.49,eMBB
192.168.77.229,192.0.2.2,TCP,527,99.26,6.89,mMTC
192.168.64.152,192.0.2.252,TCP,528,90.56,7.09,mMTC
192.168.243.194,192.0.2.66,TCP,547,124.5,4.53,mMTC
192.168.0.64,192.0.2.171,ICMP,465,19.89,2.9,URLLC
192.168.205.165,192.0.2.25,UDP,1317,52.45,5.75,eMBB
192.168.220.129,192.0.2.36,UDP,1000,40.07,5.65,eMBB
192.168.95.66,192.0.2.186,UDP,1023,48.19,4.35,eMBB
192.168.217.92,192.0.2.225,ICMP,1284,16.97,3.61,URLLC
192.168.48.103,192.0.2.164,ICMP,564,21.11,4.07,URLLC
192.168.119.107,192.0.2.29,ICMP,1115,20.11,1.71,URLLC
192.168.49.169,192.0.2.113,UDP,1325,25.82,2.58,URLLC
192.168.232.126,192.0.2.210,ICMP,165,94.49,4.65,mMTC
192.168.80.173,192.0.2.226,ICMP,1170,11.43,1.76,URLLC
192.168.107.126,192.0.2.103,ICMP,361,21.49,2.48,URLLC
192.168.51.217,192.0.2.16,TCP,801,19.79,2.0,URLLC
192.168.204.191,192.0.2.35,ICMP,1380,25.53,4.19,URLLC
192.168.91.134,192.0.2.232,UDP,1019,34.42,9.28,eMBB
192.168.170.55,192.0.2.253,ICMP,1120,50.03,7.36,eMBB
192.168.67.238,192.0.2.236,TCP,437,139.08,4.44,mMTC
192.168.248.12,192.0.2.228,UDP,1063,18.93,2.57,URLLC
192.168.26.67,192.0.2.229,ICMP,315,84.56,3.84,mMTC
192.168.25.197,192.0.2.55,UDP,712,63.38,4.22,mMTC
192.168.92.198,192.0.2.101,TCP,412,131.08,4.95,mMTC
192.168.61.171,192.0.2.244,UDP,1193,55.97,0.7,eMBB
192.168.120.112,192.0.2.55,TCP,127,138.8,4.88,mMTC
192.168.242.236,192.0.2.159,UDP,1323,43.53,7.38,eMBB
192.168.52.105,192.0.2.202,UDP,1335,56.16,5.12,eMBB
192.168.123.129,192.0.2.129,UDP,1291,25.11,4.21,URLLC
192.168.164.137,192.0.2.200,TCP,331,115.92,5.96,mMTC
192.168.207.182,192.0.2.203,ICMP,1139,22.76,1.38,URLLC
192.168.218.173,192.0.2.45,ICMP,1072,48.45,9.69,eMBB
192.168.210.95,192.0.2.80,UDP,1490,42.81,6.34,eMBB
192.168.102.218,192.0.2.94,TCP,688,82.93,5.97,mMTC
192.168.199.129,192.0.2.232,TCP,1394,41.72,5.33,eMBB
192.168.244.237,192.0.2.49,TCP,176,100.44,5.46,mMTC
192.168.86.10,192.0.2.249,UDP,1056,50.99,6.81,eMBB
192.168.92.217,192.0.2.124,TCP,325,84.78,3.58,mMTC
192.168.74.136,192.0.2.126,UDP,1365,51.8,2.71,eMBB
192.168.204.46,192.0.2.181,UDP,619,119.76,5.35,mMTC
192.168.153.185,192.0.2.185,ICMP,453,90.78,4.37,mMTC
192.168.228.43,192.0.2.9,UDP,1315,16.6,3.05,URLLC
192.168.40.24,192.0.2.132,TCP,1077,46.18,4.05,eMBB
192.168.204.18,192.0.2.57,UDP,545,120.13,3.74,mMTC
192.168.10.91,192.0.2.108,ICMP,1497,44.41,4.95,eMBB
192.168.142.100,192.0.2.101,ICMP,1226,22.46,4.2,URLLC
192.168.107.239,192.0.2.130,ICMP,269,23.75,2.81,URLLC
192.168.160.198,192.0.2.168,TCP,625,12.92,2.73,URLLC
192.168.205.18,192.0.2.100,UDP,494,20.25,3.58,URLLC
192.168.180.229,192.0.2.199,UDP,1348,55.36,7.55,eMBB
192.168.34.141,192.0.2.96,TCP,1176,23.81,2.77,URLLC
192.168.32.160,192.0.2.167,UDP,1482,38.65,6.04,eMBB
192.168.255.193,192.0.2.192,ICMP,126,135.05,7.23,mMTC
192.168.119.72,192.0.2.200,TCP,1011,41.06,5.47,eMBB
192.168.246.238,192.0.2.1,ICMP,418,110.67,4.93,mMTC
192.168.5.33,192.0.2.132,TCP,269,28.49,2.54,URLLC
192.168.227.162,192.0.2.59,UDP,1154,18.67,2.53,URLLC
192.168.70.39,192.0.2.166,TCP,1119,27.51,2.28,URLLC
192.168.30.61,192.0.2.70,UDP,153,106.01,5.55,mMTC
